,doc,index,ID,Tag,Value
103,300351813,104,300351813-104,,
104,300351813,105,300351813-105,,
105,300351813,106,300351813-106,,
106,300351813,107,300351813-107,,
107,300351813,108,300351813-108,,
108,300351813,109,300351813-109,,
109,300351813,110,300351813-110,,
110,300351813,111,300351813-111,,
111,300351813,112,300351813-112,,
112,300351813,113,300351813-113,,
113,300351813,114,300351813-114,,
114,300351813,115,300351813-115,,
115,300351813,116,300351813-116,,
116,300364954,1,300364954-1,,
117,300364954,2,300364954-2,,
118,300364954,3,300364954-3,公告日,令和元年12月12日入札公告
119,300364954,4,300364954-4,,
120,300364954,5,300364954-5,,
121,300364954,6,300364954-6,,
122,300364954,7,300364954-7,,
123,300364954,8,300364954-8,,
124,300364954,9,300364954-9,入札件名,外部公開システムにおけるセキュリティ監視業務
125,300364954,10,300364954-10,,
126,300364954,11,300364954-11,調達年度;調達終了日;調達開始日,令和2年;令和5年3月3１日;令和2年4月１日
127,300364954,12,300364954-12,,
128,300364954,13,300364954-13,,
129,300364954,14,300364954-14,,
130,300364954,15,300364954-15,,
131,300364954,16,300364954-16,,
132,300364954,17,300364954-17,,
133,300364954,18,300364954-18,,
134,300364954,19,300364954-19,,
135,300364954,20,300364954-20,,
136,300364954,21,300364954-21,,
137,300364954,22,300364954-22,,
138,300364954,23,300364954-23,,
139,300364954,24,300364954-24,,
140,300364954,25,300364954-25,,
141,300364954,26,300364954-26,,
142,300364954,27,300364954-27,,
143,300364954,28,300364954-28,,
144,300364954,29,300364954-29,,
145,300364954,30,300364954-30,,
146,300364954,31,300364954-31,資格申請締切日時,令和２年1月２4日(金)16時
147,300364954,32,300364954-32,入札書締切日時;資格申請締切日時,令和2年1月24日（金）16;令和2年1月24日（）16
148,300364954,33,300364954-33,入札書締切日時;資格申請締切日時,令和2年1月24日（金）16時;令和2年1月24日（金）16時
149,300364954,34,300364954-34,入札書締切日時;資格申請締切日時,令和2年1月24日（金）16時;令和2年1月24日（金）16時
150,300364954,35,300364954-35,入札書締切日時;資格申請締切日時,令和2年1月24日（金）16時;令和2年1月24日（金）16時
151,300364954,36,300364954-36,資格申請締切日時,令和2年1月24日（金）16時
152,300364954,37,300364954-37,,
153,300364954,38,300364954-38,,
154,300364954,39,300364954-39,,
155,300364954,40,300364954-40,入札書送付先;資格申請送付先;質問箇所所属/担当者,（１）契約条項を示す場所及び問い合わせ先;（１）契約条項を示す場所及び問い合わせ先;（１）契約条項を示す場所及び問い合わせ先
156,300364954,41,300364954-41,入札書送付先;資格申請送付先;質問箇所所属/担当者,（１）契約条項を示す場所及び問い合わせ先;（１）契約条項を示す場所及び問い合わせ先;（１）契約条項を示す場所及び問い合わせ先
157,300364954,42,300364954-42,入札書送付先部署/担当者名;資格申請送付先部署/担当者名;質問箇所所属/担当者,（１）契約条項を示す場所及び問い合わせ先;（１）契約条項を示す場所及び問い合わせ先;（１）契約条項を示す場所及び問い合わせ先
158,300364954,43,300364954-43,入札書送付先部署/担当者名;資格申請送付先部署/担当者名;質問箇所所属/担当者,（１）契約条項を示す場所及び問い合わせ先;（１）契約条項を示す場所及び問い合わせ先;（１）契約条項を示す場所及び問い合わせ先
159,300364954,44,300364954-44,質問箇所TEL/FAX,（１）契約条項を示す場所及び問い合わせ先
160,300364954,45,300364954-45,,
161,300364954,46,300364954-46,,
162,300364954,47,300364954-47,,
163,300364954,48,300364954-48,,
164,300364954,49,300364954-49,,
165,300364954,50,300364954-50,資格申請送付先,（３）入札説明会の日時及び場所
166,300364954,51,300364954-51,仕様書交付期限,令和元年12月24日（火）16時
167,300364954,52,300364954-52,,
168,300364954,53,300364954-53,入札書締切日時;開札場所;開札日時,令和2年2月4日（火）11時00分（３開札;の;令和2年2月4日（火）11時00分（３開札
169,300364954,54,300364954-54,開札場所,上記３（1）の15AB会議室（３）入札書の提出及び開札の日時場所
170,300364954,55,300364954-55,,
171,300364954,56,300364954-56,,
172,300364954,57,300364954-57,,
173,300364954,58,300364954-58,,
174,300364954,59,300364954-59,,
175,300364954,60,300364954-60,,
176,300364954,61,300364954-61,,
177,300364954,62,300364954-62,,
178,300364954,63,300364954-63,,
179,300364954,64,300364954-64,,
180,300364954,65,300364954-65,,
181,300364954,66,300364954-66,,
182,300364954,67,300364954-67,,
183,300364954,68,300364954-68,,
184,300364954,69,300364954-69,,
185,300364954,70,300364954-70,,
186,300364954,71,300364954-71,,
187,300364954,72,300364954-72,,
188,300364954,73,300364954-73,,
189,300364954,74,300364954-74,,
190,300364954,75,300364954-75,,
191,300364954,76,300364954-76,,
192,300364954,77,300364954-77,,
193,300364954,78,300364954-78,,
194,300364954,79,300364954-79,,
195,300364954,80,300364954-80,,
196,300364954,81,300364954-81,,
197,300364954,82,300364954-82,,
198,300364954,83,300364954-83,,
199,300364954,84,300364954-84,,
200,300364954,85,300364954-85,,
201,300364954,86,300364954-86,,
202,300364954,87,300364954-87,,
203,300364954,88,300364954-88,,
204,300364954,89,300364954-89,,
205,300364954,90,300364954-90,,
206,300364954,91,300364954-91,,
207,300364954,92,300364954-92,,
208,300364954,93,300364954-93,,
209,300364954,94,300364954-94,,
210,300364954,95,300364954-95,,
211,300364954,96,300364954-96,,
212,300364954,97,300364954-97,,
213,300364954,98,300364954-98,,
214,300364954,99,300364954-99,,
215,300364954,100,300364954-100,,
216,300364954,101,300364954-101,,
217,300365026,1,300365026-1,,
218,300365026,2,300365026-2,,
219,300365026,3,300365026-3,公告日,令和元年12月11日入札公告
220,300365026,4,300365026-4,,
221,300365026,5,300365026-5,,
222,300365026,6,300365026-6,,
223,300365026,7,300365026-7,入札件名,MATLAB追加モジュールの購入について(電子入札対象案件)
224,300365026,8,300365026-8,,
225,300365026,9,300365026-9,調達終了日,令和2年１月3１日
226,300365026,10,300365026-10,都道府県;需要場所(住所),千葉県;千葉県千葉市美浜区浜田一丁目2番2号１
227,300365026,11,300365026-11,施設名;都道府県;需要場所(住所),独立行政法人石油天然ガス・金属鉱物資源機構技術センター（４）納品場所;千葉県;千葉県千葉市美浜区浜田一丁目2番2号
228,300365026,12,300365026-12,,
229,300365026,13,300365026-13,,
230,300365026,14,300365026-14,,
231,300365026,15,300365026-15,,
232,300365026,16,300365026-16,,
233,300365026,17,300365026-17,,
234,300365026,18,300365026-18,,
235,300365026,19,300365026-19,,
236,300365026,20,300365026-20,,
237,300365026,21,300365026-21,,
238,300365026,22,300365026-22,,
239,300365026,23,300365026-23,,
240,300365026,24,300365026-24,,
241,300365026,25,300365026-25,,
242,300365026,26,300365026-26,,
243,300365026,27,300365026-27,,
244,300365026,28,300365026-28,,
245,300365026,29,300365026-29,,
246,300365026,30,300365026-30,,
247,300365026,31,300365026-31,,
248,300365026,32,300365026-32,,
249,300365026,33,300365026-33,,
250,300365026,34,300365026-34,,
251,300365026,35,300365026-35,,
252,300365026,36,300365026-36,,
253,300365026,37,300365026-37,,
254,300365026,38,300365026-38,,
255,300365026,39,300365026-39,,
256,300365026,40,300365026-40,,
257,300365026,41,300365026-41,,
258,300365026,42,300365026-42,,
259,300365026,43,300365026-43,質問箇所所属/担当者,（１）契約条項を示す場所及び問合せ先
260,300365026,44,300365026-44,質問箇所所属/担当者,（１）契約条項を示す場所及び問合せ先
261,300365026,45,300365026-45,質問箇所所属/担当者,（１）契約条項を示す場所及び問合せ先
262,300365026,46,300365026-46,質問箇所所属/担当者,（１）契約条項を示す場所及び問合せ先
263,300365026,47,300365026-47,質問箇所所属/担当者,（１）契約条項を示す場所及び問合せ先
264,300365026,48,300365026-48,,
265,300365026,49,300365026-49,,
266,300365026,50,300365026-50,仕様書交付期限;入札書締切日時,令和元年1２月18日（水）;令和元年1２月18日
267,300365026,51,300365026-51,,
268,300365026,52,300365026-52,,
269,300365026,53,300365026-53,,
270,300365026,54,300365026-54,資格申請締切日時,令和元年12月23日（月）15時00分（４）一般競争入札参加
271,300365026,55,300365026-55,,
272,300365026,56,300365026-56,,
273,300365026,57,300365026-57,入札書締切日時,令和元年12月2５日（水）10時00分（
274,300365026,58,300365026-58,,
275,300365026,59,300365026-59,,
276,300365026,60,300365026-60,開札日時,令和元年12月25日（水）10時15分（６）開札の日時
277,300365026,61,300365026-61,開札場所,〒2６1-0025千葉県千葉市美浜区浜田一丁目2番2号（６）開札の日時及び場所
278,300365026,62,300365026-62,開札場所,独立行政法人石油天然ガス・金属鉱物資源機構技術センター（６）開札の日時及び場所
279,300365026,63,300365026-63,,
280,300365026,64,300365026-64,,
281,300365026,65,300365026-65,,
282,300365026,66,300365026-66,,
283,300365026,67,300365026-67,,
284,300365026,68,300365026-68,,
285,300365026,69,300365026-69,,
286,300365026,70,300365026-70,,
287,300365026,71,300365026-71,,
288,300365026,72,300365026-72,,
289,300365026,73,300365026-73,,
290,300365026,74,300365026-74,,
291,300365026,75,300365026-75,,
292,300365026,76,300365026-76,,
293,300365026,77,300365026-77,,
294,300365026,78,300365026-78,,
295,300365026,79,300365026-79,,
296,300365026,80,300365026-80,,
297,300365026,81,300365026-81,,
298,300365026,82,300365026-82,,
299,300365026,83,300365026-83,,
300,300365026,84,300365026-84,,
301,300365026,85,300365026-85,,
302,300365026,86,300365026-86,,
303,300365026,87,300365026-87,,
304,300365026,88,300365026-88,,
305,300365026,89,300365026-89,,
306,300365026,90,300365026-90,,
307,300365026,91,300365026-91,,
308,300365026,92,300365026-92,,
309,300365026,93,300365026-93,,
310,300365026,94,300365026-94,,
311,300365026,95,300365026-95,,
312,300365026,96,300365026-96,,
313,300365026,97,300365026-97,,
314,300365026,98,300365026-98,,
315,300365026,99,300365026-99,,
316,300365026,100,300365026-100,,
317,300365026,101,300365026-101,,
318,300365026,102,300365026-102,,
319,300365026,103,300365026-103,,
320,300365026,104,300365026-104,,
321,300365026,105,300365026-105,,
322,300365026,106,300365026-106,,
323,300365026,107,300365026-107,,
324,300365026,108,300365026-108,,
325,300365207,1,300365207-1,,
326,300365207,2,300365207-2,,
327,300365207,3,300365207-3,公告日,令和元年12月24日入札公告
328,300365207,4,300365207-4,,
329,300365207,5,300365207-5,,
330,300365207,6,300365207-6,,
331,300365207,7,300365207-7,,
332,300365207,8,300365207-8,入札件名,重形圧力校正器の購入
333,300365207,9,300365207-9,,
334,300365207,10,300365207-10,,
335,300365207,11,300365207-11,,
336,300365207,12,300365207-12,調達終了日,令和2年3月31日
337,300365207,13,300365207-13,需要場所(住所),〒261-00251.
338,300365207,14,300365207-14,都道府県;需要場所(住所),千葉県;千葉県千葉市美浜区浜田一丁目2番2号(4)納入場所〒261-0025
339,300365207,15,300365207-15,施設名;需要場所(住所),独立行政法人石油天然ガス・金属鉱物資源機構技術センター(4)納入場所;〒261-0025
340,300365207,16,300365207-16,,
341,300365207,17,300365207-17,,
342,300365207,18,300365207-18,,
343,300365207,19,300365207-19,,
344,300365207,20,300365207-20,,
345,300365207,21,300365207-21,,
346,300365207,22,300365207-22,,
347,300365207,23,300365207-23,,
348,300365207,24,300365207-24,,
349,300365207,25,300365207-25,,
350,300365207,26,300365207-26,,
351,300365207,27,300365207-27,,
352,300365207,28,300365207-28,,
353,300365207,29,300365207-29,,
354,300365207,30,300365207-30,,
355,300365207,31,300365207-31,,
356,300365207,32,300365207-32,,
357,300365207,33,300365207-33,,
358,300365207,34,300365207-34,,
359,300365207,35,300365207-35,,
360,300365207,36,300365207-36,,
361,300365207,37,300365207-37,,
362,300365207,38,300365207-38,,
363,300365207,39,300365207-39,,
364,300365207,40,300365207-40,入札書送付先;資格申請送付先;質問箇所所属/担当者,(1)契約条項を示す場所及び問い合わせ先;(1)契約条項を示す場所及び問い合わせ先;(1)契約条項を示す場所及び問い合わせ先
365,300365207,41,300365207-41,資格申請送付先;質問箇所所属/担当者,(1)契約条項を示す場所及び問い合わせ先;(1)契約条項を示す場所及び問い合わせ先
366,300365207,42,300365207-42,資格申請送付先部署/担当者名;質問箇所所属/担当者,(1)契約条項を示す場所及び問い合わせ先;(1)契約条項を示す場所及び問い合わせ先
367,300365207,43,300365207-43,資格申請送付先部署/担当者名;質問箇所所属/担当者,(1)契約条項を示す場所及び問い合わせ先;(1)契約条項を示す場所及び問い合わせ先
368,300365207,44,300365207-44,質問箇所TEL/FAX,(1)契約条項を示す場所及び問い合わせ先
369,300365207,45,300365207-45,質問箇所TEL/FAX,(1)契約条項を示す場所及び問い合わせ先
370,300365207,46,300365207-46,,
371,300365207,47,300365207-47,入札書締切日時,令和2年1月14日(火
372,300365207,48,300365207-48,入札書締切日時,17:00
373,300365207,49,300365207-49,,
374,300365207,50,300365207-50,,
375,300365207,51,300365207-51,資格申請締切日時,令和2年1月17日(金)15時00分(4)一般競争入札参加
376,300365207,52,300365207-52,,
377,300365207,53,300365207-53,,
378,300365207,54,300365207-54,,
379,300365207,55,300365207-55,入札書締切日時;開札日時,令和2年1月21日(火)10時30分;令和2年1月21日(火)10時30分4.入札及び開札の日時及び場所
380,300365207,56,300365207-56,開札場所,〒261-00254.入札及び開札の日時及び場所
381,300365207,57,300365207-57,開札場所,千葉県千葉市美浜区浜田一丁目2番2号4.入札及び開札の日時及び場所
382,300365207,58,300365207-58,開札場所,独立行政法人石油天然ガス・金属鉱物資源機構技術センター4.入札及び開札の日時及び場所
383,300365207,59,300365207-59,,
384,300365207,60,300365207-60,,
385,300365207,61,300365207-61,,
386,300365207,62,300365207-62,,
387,300365207,63,300365207-63,,
388,300365207,64,300365207-64,,
389,300365207,65,300365207-65,,
390,300365207,66,300365207-66,,
391,300365207,67,300365207-67,,
392,300365207,68,300365207-68,,
393,300365207,69,300365207-69,,
394,300365207,70,300365207-70,,
395,300365207,71,300365207-71,,
396,300365207,72,300365207-72,,
397,300365207,73,300365207-73,,
398,300365207,74,300365207-74,,
399,300365207,75,300365207-75,,
400,300365207,76,300365207-76,,
401,300365207,77,300365207-77,,
402,300365207,78,300365207-78,,
403,300365207,79,300365207-79,,
404,300365207,80,300365207-80,,
405,300365207,81,300365207-81,,
406,300365207,82,300365207-82,,
407,300365207,83,300365207-83,,
408,300365207,84,300365207-84,,
409,300365207,85,300365207-85,,
410,300365207,86,300365207-86,,
411,300365207,87,300365207-87,,
412,300365207,88,300365207-88,,
413,300365207,89,300365207-89,,
414,300365207,90,300365207-90,,
415,300365207,91,300365207-91,,
416,300365207,92,300365207-92,,
417,300365207,93,300365207-93,,
418,300365207,94,300365207-94,,
419,300365207,95,300365207-95,,
420,300365207,96,300365207-96,,
421,300365207,97,300365207-97,,
422,300365207,98,300365207-98,,
423,300365207,99,300365207-99,,
424,300365207,100,300365207-100,,
425,300365207,101,300365207-101,,
426,300365207,102,300365207-102,,
427,300365207,103,300365207-103,,
428,300365207,104,300365207-104,,
429,300365207,105,300365207-105,,
430,300365210,1,300365210-1,,
431,300365210,2,300365210-2,,
432,300365210,3,300365210-3,公告日,令和元年12月25日入札公告
433,300365210,4,300365210-4,,
434,300365210,5,300365210-5,,
435,300365210,6,300365210-6,,
436,300365210,7,300365210-7,入札件名,水圧破砕シミュレーション用ワークステーション１台の導入(新規リース)について
437,300365210,8,300365210-8,入札件名,対象案件水圧破砕シミュレーション用ワークステーション１台の導入(新規リース)について
438,300365210,9,300365210-9,,
439,300365210,10,300365210-10,調達年度;調達開始日,令和2年;令和2年3月１日
440,300365210,11,300365210-11,調達終了日,令和2年2月28日
441,300365210,12,300365210-12,施設名,独立行政法人石油天然ガス・金属鉱物資源機構１
442,300365210,13,300365210-13,施設名;都道府県;需要場所(住所),場所独立行政法人石油天然ガス・金属鉱物資源機構;千葉県;〒261-002５千葉県千葉市美浜区浜田一丁目2番2号（
443,300365210,14,300365210-14,,
444,300365210,15,300365210-15,,
445,300365210,16,300365210-16,,
446,300365210,17,300365210-17,,
447,300365210,18,300365210-18,,
448,300365210,19,300365210-19,,
449,300365210,20,300365210-20,,
450,300365210,21,300365210-21,,
451,300365210,22,300365210-22,,
452,300365210,23,300365210-23,,
453,300365210,24,300365210-24,,
454,300365210,25,300365210-25,,
455,300365210,26,300365210-26,,
456,300365210,27,300365210-27,,
457,300365210,28,300365210-28,,
458,300365210,29,300365210-29,,
459,300365210,30,300365210-30,,
460,300365210,31,300365210-31,,
461,300365210,32,300365210-32,,
462,300365210,33,300365210-33,,
463,300365210,34,300365210-34,,
464,300365210,35,300365210-35,,
465,300365210,36,300365210-36,,
466,300365210,37,300365210-37,,
467,300365210,38,300365210-38,,
468,300365210,39,300365210-39,,
469,300365210,40,300365210-40,,
470,300365210,41,300365210-41,,
471,300365210,42,300365210-42,,
472,300365210,43,300365210-43,,
473,300365210,44,300365210-44,,
474,300365210,45,300365210-45,,
475,300365210,46,300365210-46,,
476,300365210,47,300365210-47,,
477,300365210,48,300365210-48,,
478,300365210,49,300365210-49,質問箇所所属/担当者,（１）契約条項を示す場所及び問合せ先
479,300365210,50,300365210-50,質問箇所所属/担当者,（１）契約条項を示す場所及び問合せ先
480,300365210,51,300365210-51,質問箇所所属/担当者,（１）契約条項を示す場所及び問合せ先
481,300365210,52,300365210-52,質問箇所所属/担当者,（１）契約条項を示す場所及び問合せ先
482,300365210,53,300365210-53,質問箇所所属/担当者,（１）契約条項を示す場所及び問合せ先
483,300365210,54,300365210-54,,
484,300365210,55,300365210-55,,
485,300365210,56,300365210-56,仕様書交付期限;入札書締切日時,（水）;令和２年1月15日
486,300365210,57,300365210-57,,
487,300365210,58,300365210-58,資格申請締切日時,令和2年1月20日（月）15時00分（３）一般競争参加
488,300365210,59,300365210-59,,
489,300365210,60,300365210-60,,
490,300365210,61,300365210-61,,
491,300365210,62,300365210-62,,
492,300365210,63,300365210-63,入札書締切日時,令和2年1月22日（水）10時1５分
493,300365210,64,300365210-64,,
494,300365210,65,300365210-65,,
495,300365210,66,300365210-66,開札日時,令和2年1月22日（水）10時30分（６）開札の日時
496,300365210,67,300365210-67,開札場所,〒2６1-0025千葉県千葉市美浜区浜田一丁目2番2号（６）開札の日時及び場所
497,300365210,68,300365210-68,開札場所,独立行政法人石油天然ガス・金属鉱物資源機構技術センター（６）開札の日時及び場所
498,300365210,69,300365210-69,,
499,300365210,70,300365210-70,,
500,300365210,71,300365210-71,,
501,300365210,72,300365210-72,,
502,300365210,73,300365210-73,,
503,300365210,74,300365210-74,,
504,300365210,75,300365210-75,,
505,300365210,76,300365210-76,,
506,300365210,77,300365210-77,,
507,300365210,78,300365210-78,,
508,300365210,79,300365210-79,,
509,300365210,80,300365210-80,,
510,300365210,81,300365210-81,,
511,300365210,82,300365210-82,,
512,300365210,83,300365210-83,,
513,300365210,84,300365210-84,,
514,300365210,85,300365210-85,,
515,300365210,86,300365210-86,,
516,300365210,87,300365210-87,,
517,300365210,88,300365210-88,,
518,300365210,89,300365210-89,,
519,300365210,90,300365210-90,,
520,300365210,91,300365210-91,,
521,300365210,92,300365210-92,,
522,300365210,93,300365210-93,,
523,300365210,94,300365210-94,,
524,300365210,95,300365210-95,,
525,300365210,96,300365210-96,,
526,300365210,97,300365210-97,,
527,300365210,98,300365210-98,,
528,300365210,99,300365210-99,,
529,300365210,100,300365210-100,,
530,300365210,101,300365210-101,,
531,300365210,102,300365210-102,,
532,300365210,103,300365210-103,,
533,300365210,104,300365210-104,,
534,300365210,105,300365210-105,,
535,300365210,106,300365210-106,,
536,300365210,107,300365210-107,,
537,300365210,108,300365210-108,,
538,300365210,109,300365210-109,,
539,300365210,110,300365210-110,,
540,300365210,111,300365210-111,,
541,300365210,112,300365210-112,,
542,300365210,113,300365210-113,,
543,300365210,114,300365210-114,,
544,300365210,115,300365210-115,,
545,300365210,116,300365210-116,,
546,300365210,117,300365210-117,,
547,300365210,118,300365210-118,,
548,300365251,1,300365251-1,,
549,300365251,2,300365251-2,,
550,300365251,3,300365251-3,公告日,令和元年12月25日入札公告
551,300365251,4,300365251-4,,
552,300365251,5,300365251-5,,
553,300365251,6,300365251-6,,
554,300365251,7,300365251-7,,
555,300365251,8,300365251-8,,
556,300365251,9,300365251-9,入札件名,金属資源技術研究所で使用する電気の調達(令和2年度)(
557,300365251,10,300365251-10,,
558,300365251,11,300365251-11,,
559,300365251,12,300365251-12,,
560,300365251,13,300365251-13,,
561,300365251,14,300365251-14,,
562,300365251,15,300365251-15,調達年度;調達開始日,令和2年;令和2年4月1日00:
563,300365251,16,300365251-16,調達終了日,令和３年３月３1日
564,300365251,17,300365251-17,,
565,300365251,18,300365251-18,都道府県;需要場所(住所),秋田県鹿角郡小坂町;秋田県鹿角郡小坂町(４)需要場所
566,300365251,19,300365251-19,施設名,独立行政法人石油天然ガス・金属鉱物資源機構(４)需要場所
567,300365251,20,300365251-20,施設名,金属資源技術研究所(４)需要場所
568,300365251,21,300365251-21,,
569,300365251,22,300365251-22,,
570,300365251,23,300365251-23,,
571,300365251,24,300365251-24,,
572,300365251,25,300365251-25,,
573,300365251,26,300365251-26,,
574,300365251,27,300365251-27,,
575,300365251,28,300365251-28,,
576,300365251,29,300365251-29,,
577,300365251,30,300365251-30,,
578,300365251,31,300365251-31,,
